id,income,gender,age,age_range,political_affiliation,education,ethnicity,marital_status,climate_change,transformers,books,ghosts,spending,choice,shower_pee
940,,Female,26,25-34,Independent,College degree,White,Single,Real and Caused by People,2,5,Yes,Too Low,Smart and Sad,Acceptable
941,,Male,36,35-44,,Graduate degree,Asian,Married,,3,,Yes,Too Low,,
942,,Male,75,65+,Independent,Graduate degree,White,Widowed,Real and Caused by People,0,62,Yes,Too Low,Dumb and happy,Unacceptable
943,,Male,44,35-44,Independent,Some college,Other,Married,Real and Caused by People,0,0,No,Too High,Dumb and happy,Acceptable
944,,Female,70,65+,Independent,Graduate degree,White,Single,Real and Caused by People,1,3,Yes,About Right,Dumb and happy,Acceptable
945,,Male,79,65+,Independent,Some college,White,Widowed,Real and Caused by People,1,25,No,Too Low,Dumb and happy,Acceptable
946,,Male,40,35-44,,Graduate degree,Black,Single,Real and Caused by People,4,59,No,Too Low,Smart and Sad,Unacceptable
947,,Female,66,65+,Republican,Graduate degree,Asian,Married,Real and Caused by People,0,2,No,,Smart and Sad,Unacceptable
948,,Female,53,45-54,Independent,High school,White,Married,Real but not Caused by People,2,2,Yes,Too High,Dumb and happy,
949,,Male,23,18-24,Independent,College degree,White,In a relationship,Real and Caused by People,1,2,No,Too Low,Dumb and happy,Acceptable
950,,Male,80,65+,Democrat,College degree,Latino,Divorced,Real and Caused by People,1,1000,No,Too Low,Smart and Sad,Unacceptable
951,,Male,26,25-34,,College degree,Latino,Single,Real and Caused by People,0,7,No,Too Low,Smart and Sad,Unacceptable
952,,Male,45,45-54,Independent,Some college,Latino,Divorced,Real and Caused by People,,5,No,,Smart and Sad,Unacceptable
953,140000,Female,62,55-64,Democrat,Some college,White,Married,Real and Caused by People,2,4,No,Too High,Dumb and happy,Unacceptable
954,105000,Male,75,65+,Democrat,Some college,Asian,Married,Real and Caused by People,2,1,Yes,About Right,Smart and Sad,Acceptable
955,,Male,32,25-34,Independent,High school,Latino,In a relationship,Real and Caused by People,4,0,Yes,Too Low,Dumb and happy,Unacceptable
956,,Female,46,45-54,Independent,College degree,White,Married,Real and Caused by People,0,1,No,About Right,Dumb and happy,Acceptable
957,,Female,55,55-64,Democrat,College degree,White,Single,Real and Caused by People,1,300,Yes,Too Low,Smart and Sad,Unacceptable
958,,Female,51,45-54,Republican,Some college,White,In a relationship,Real but not Caused by People,0,3,No,,,Unacceptable
959,,Male,39,35-44,Democrat,College degree,White,Married,Real and Caused by People,3,4,No,Too Low,Dumb and happy,Acceptable
960,127000,Female,50,45-54,,Some college,Latino,Married,Real and Caused by People,0,12,No,Too Low,Dumb and happy,Acceptable
961,84000,Female,45,45-54,Independent,Graduate degree,White,Married,Real but not Caused by People,3,15,Yes,Too Low,Dumb and happy,Unacceptable
962,104000,Male,59,55-64,Independent,Graduate degree,,Married,Real but not Caused by People,0,30,No,,Dumb and happy,Acceptable
963,,Female,50,45-54,,College degree,Asian,Single,Not Real At All,,,Yes,,Dumb and happy,Unacceptable
964,,Male,29,25-34,Democrat,College degree,White,Married,Real and Caused by People,0,5,Yes,About Right,Dumb and happy,Acceptable
965,,Male,87,65+,Democrat,Other,Black,Married,Real and Caused by People,0,3,No,Too High,Dumb and happy,Acceptable
966,,Male,29,25-34,Independent,College degree,Asian,Single,Real and Caused by People,1,3,No,Too Low,Dumb and happy,Acceptable
967,,Female,25,25-34,Independent,High school,Black,Single,Real and Caused by People,3,0,Yes,Too Low,Smart and Sad,Acceptable
968,,Female,39,35-44,,Graduate degree,Latino,Married,,0,,No,Too Low,Dumb and happy,Unacceptable
969,,Female,40,35-44,Independent,College degree,White,Married,Real and Caused by People,0,4,No,About Right,Dumb and happy,Acceptable
970,,Male,40,35-44,Republican,High school,Black,Married,,3,0,No,About Right,,Unacceptable
971,,Female,57,55-64,Republican,High school,White,Divorced,Real and Caused by People,0,4,Yes,,Dumb and happy,Acceptable
972,,Male,19,18-24,Independent,Some college,White,Single,Real and Caused by People,2,5,Yes,About Right,Dumb and happy,Unacceptable
973,,Female,54,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,0,7,No,Too Low,Smart and Sad,Acceptable
974,,Female,18,18-24,Democrat,High school,Latino,Single,Real and Caused by People,0,4,Yes,Too Low,Smart and Sad,Unacceptable
975,,Female,65,65+,Independent,Graduate degree,White,Married,Real and Caused by People,0,40,No,Too Low,,Unacceptable
976,,Female,89,65+,Democrat,Some college,White,Widowed,Real and Caused by People,0,5,No,,Smart and Sad,Unacceptable
977,,Male,70,65+,Independent,Some college,Black,Single,Not Real At All,,,No,Too Low,Dumb and happy,Acceptable
978,,Male,41,35-44,Independent,Some college,White,Married,Real and Caused by People,0,0,No,About Right,Dumb and happy,Acceptable
979,,Male,65,65+,Democrat,High school,White,Separated,Real but not Caused by People,0,0,Yes,,,Unacceptable
980,,Male,64,55-64,Democrat,High school,White,Single,Real and Caused by People,3,0,No,About Right,Dumb and happy,Unacceptable
981,,Female,38,35-44,Independent,College degree,Black,Married,Real and Caused by People,3,3,Yes,Too Low,Smart and Sad,Acceptable
982,,Male,78,65+,Independent,Some college,White,Married,Real and Caused by People,0,3,No,Too Low,Dumb and happy,Unacceptable
983,,Female,26,25-34,Independent,College degree,White,In a relationship,Real but not Caused by People,3,1,Yes,Too Low,Dumb and happy,Acceptable
984,,Male,59,55-64,Republican,Some college,White,Divorced,Real but not Caused by People,0,0,Yes,About Right,Dumb and happy,Acceptable
985,,Male,18,18-24,Independent,High school,Latino,Single,Real and Caused by People,3,15,No,Too Low,Dumb and happy,Acceptable
986,,Other,41,35-44,,College degree,White,Married,Real but not Caused by People,0,4,No,Too Low,Smart and Sad,Unacceptable
987,,Male,49,45-54,Republican,Some college,,Single,Real and Caused by People,,10,Yes,Too Low,Smart and Sad,Acceptable
988,,Other,30,25-34,Democrat,Some college,White,Divorced,Real and Caused by People,2,9.5,No,Too Low,Smart and Sad,Acceptable
989,,Male,52,45-54,Independent,Graduate degree,Latino,Married,Real and Caused by People,1,20,No,Too Low,Smart and Sad,Acceptable
990,,Female,66,65+,Republican,High school,White,Married,Real but not Caused by People,0,10,No,Too High,Dumb and happy,Unacceptable
991,,Male,44,35-44,Independent,College degree,White,Married,Real but not Caused by People,0,3,No,Too High,Smart and Sad,
992,,Male,65,65+,Democrat,Some college,White,Widowed,Real and Caused by People,0,0,No,Too Low,Dumb and happy,Unacceptable
993,,Female,81,65+,Republican,Some college,White,Widowed,Not Real At All,,5,No,About Right,,
994,,Female,59,55-64,Republican,College degree,White,Married,Real but not Caused by People,0,10,No,About Right,Dumb and happy,Unacceptable
995,,Male,25,25-34,Independent,College degree,White,Married,Real but not Caused by People,2,20,No,Too High,Dumb and happy,Unacceptable
996,,Female,22,18-24,Independent,College degree,White,Single,Not Real At All,2,10,No,Too Low,Smart and Sad,Unacceptable
997,,Other,34,25-34,Republican,College degree,White,Single,Real and Caused by People,4,10,No,Too High,Smart and Sad,Acceptable
998,,Male,74,65+,Republican,Some college,White,Married,Real and Caused by People,0,3,No,Too High,Smart and Sad,Unacceptable
999,,Male,60,55-64,Independent,Graduate degree,White,Married,Real but not Caused by People,0,4,Yes,Too Low,Dumb and happy,
1000,,Male,46,45-54,,High school,Asian,Married,Not Real At All,3,0,No,About Right,Dumb and happy,Acceptable
